courseId,courseOfferNumber,termCode,termDescription,sessionCode,classSection,crseCatEffectiveDate,subject,subjectDescription,catalogNumber,catalogNumberInt,catalogNumberChar,catalogNumberSort,classNumber,academicYear,courseTitleLong,enrollmentCap,componentCode,componentDescription,unitsMaximum,equivalentCourseId,academicCareer,classAcadOrg,classAcadOrgDescription,subjectAcadOrg,subjectAcadOrgDescription,acadGroup,acadGroupDescription,gradingBasis,gradingBasisDescription,classType,classTypeDescription,enrollmentConsent,enrollmentConsentDesc,requirementGroup,requirementGroupDescription,examDate,examTimeCode,schedulePrint,classStatus,classStatusDescription,termPatternCode,termPatternDescription,courseNote,recommendedPreparation,bracketedFlag,courseDescr,courseDescrlong,enrollmentCount
116504,1,2172,2017 Spring,1,001,15-AUG-16,CELTIC,Celtic,300,300,"",000000000000000300,10793,2017,Reading and Research,9999,RR,Reading and Research,4, ,FAS,CELT,Celtic Languages and Literatures,CELT,Celtic Languages and Literatures,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p></p>,0
116507,1,2172,2017 Spring,1,001,08-APR-16,GENETIC,Genetics,308,308,"",000000000000000308,10795,2017,Molecular Biology of Signal Transduction,9999,THE,Thesis Research,16, ,FAS,MDSC,Medical Sciences,MDSC,Medical Sciences,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Molec Bio of Signal Transducti,<p></p>,0
116509,1,2172,2017 Spring,1,001,26-JAN-16,APPHY,Applied Physics,291,291,"",000000000000000291,10796,2017,Electron Microscopy Laboratory,16,LEC,Lecture,4, ,FAS,APPHYS,Applied Physics,APPHYS,Applied Physics,FAS,Faculty of Arts & Sciences,LG,Letter Grades,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,SP,Spring Only,Primarily for graduate students planning to use TEM for their research.,"",N,Electron Microscopy Laboratory,"<p>Lectures and laboratory instruction on transmission electron microscopy (TEM) and Cs corrected, aberration-correction microscopy and microanalysis. Lab classes include; diffraction, dark field imaging, X-ray spectroscopy, electron energy-loss spectroscopy, atomic imaging, materials sample preparation, polymers, and biological samples.</p>",0
116509,1,2172,2017 Spring,1,001L,26-JAN-16,APPHY,Applied Physics,291,291,"",000000000000000291,13261,2017,Electron Microscopy Laboratory,20,LAB,Laboratory,4, ,FAS,APPHYS,Applied Physics,APPHYS,Applied Physics,FAS,Faculty of Arts & Sciences,LG,Letter Grades,N,Non-Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,SP,Spring Only,Primarily for graduate students planning to use TEM for their research.,"",N,Electron Microscopy Laboratory,"<p>Lectures and laboratory instruction on transmission electron microscopy (TEM) and Cs corrected, aberration-correction microscopy and microanalysis. Lab classes include; diffraction, dark field imaging, X-ray spectroscopy, electron energy-loss spectroscopy, atomic imaging, materials sample preparation, polymers, and biological samples.</p>",0
116539,1,2172,2017 Spring,1,001,08-APR-16,NEUROBIO,Neurobiology - Graduate,338,338,"",000000000000000338,10802,2017,Neural Circuitry of Primate Visual Cortex,9999,THE,Thesis Research,16, ,FAS,MDSC,Medical Sciences,MDSC,Medical Sciences,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Neural Circuitry of Primate,<p></p>,0
116549,1,2172,2017 Spring,1,001,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,10810,2017,Reading and Research,9999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,002,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14540,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,003,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14541,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,004,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14542,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,005,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14543,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,006,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14544,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,007,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14545,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,008,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14546,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,009,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14547,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,010,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14548,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,011,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14549,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,012,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14550,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,013,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14551,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,014,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14552,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,015,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14553,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,016,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14554,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,017,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14555,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,018,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14556,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,019,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14557,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,020,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14558,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,021,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14559,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116549,1,2172,2017 Spring,1,022,30-AUG-15,HISTSCI,History of Science,301,301,"",000000000000000301,14560,2017,Reading and Research,999,RR,Reading and Research,4, ,FAS,HSCI,History of Science,HSCI,History of Science,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Reading and Research,<p>Individual work in preparation for the General Examination for the PhD degree.</p>,0
116572,1,2172,2017 Spring,1,001,30-AUG-15,BIOPHYS,Biophysics,376,376,"",000000000000000376,10818,2017,Functional and Computational Genomics Studies of Transcription Factors and Cis Regulatory Elements,9999,RR,Reading and Research,4, ,FAS,BIPH,Biophysics,BIPH,Biophysics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Transcr Factors and Cis Regula,<p></p>,0
116573,1,2172,2017 Spring,1,001,30-AUG-15,BIOPHYS,Biophysics,377,377,"",000000000000000377,10819,2017,Statistical Theory and Inference for Stochastic Processes: With Applications to Bioinformatics,9999,RR,Reading and Research,4, ,FAS,BIPH,Biophysics,BIPH,Biophysics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Statistical Theory and Inferen,<p></p>,0
116574,1,2172,2017 Spring,1,001,30-AUG-15,BIOPHYS,Biophysics,378,378,"",000000000000000378,10820,2017,Structural and Cellular Biology of Insulin Signal Transduction,9999,RR,Reading and Research,4, ,FAS,BIPH,Biophysics,BIPH,Biophysics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Insulin Signal Transduction,<p></p>,0
116575,1,2172,2017 Spring,1,001,30-AUG-15,BIOPHYS,Biophysics,379,379,"",000000000000000379,10822,2017,Theoretical Population Genetics,9999,RR,Reading and Research,4, ,FAS,BIPH,Biophysics,BIPH,Biophysics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Theoretical Population Genetic,<p></p>,0
116576,1,2172,2017 Spring,1,001,30-AUG-15,BIOPHYS,Biophysics,380,380,"",000000000000000380,10823,2017,Microarray Data: Issues and Challenges,9999,RR,Reading and Research,4, ,FAS,BIPH,Biophysics,BIPH,Biophysics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Microarray Data,<p></p>,0
116577,1,2172,2017 Spring,1,001,30-AUG-15,BIOPHYS,Biophysics,381,381,"",000000000000000381,10824,2017,Single-Molecule Biophysics,9999,RR,Reading and Research,4, ,FAS,BIPH,Biophysics,BIPH,Biophysics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Single-Molecule Biophysics,<p></p>,0
116593,1,2172,2017 Spring,1,001,18-AUG-16,APPHY,Applied Physics,394,394,"",000000000000000394,10829,2017,Experimental Studies of Interfaces and Surfaces,9999,THE,Thesis Research,4, ,FAS,APPHYS,Applied Physics,APPHYS,Applied Physics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Exp Stud of Interfaces Surface,<p></p>,0
117520,1,2172,2017 Spring,1,001,06-JAN-16,CHEM,Chemistry,315,315,"",000000000000000315,10807,2017,Photochemistry and Kinetics,9999,THE,Thesis Research,16, ,FAS,CHEM,Chemistry and Chemical Biology,CHEM,Chemistry and Chemical Biology,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Photochemistry and Kinetics,<p></p>,0
117526,1,2172,2017 Spring,1,001,15-JAN-16,VIROLOGY,Virology,330,330,"",000000000000000330,10811,2017,Critical Readings in Virology,9999,RR,Reading and Research,16, ,FAS,MDSC,Medical Sciences,MDSC,Medical Sciences,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"Two seminars, which can be taken in different terms, are required for credit. Non-DMS students must get permission from the Division of Medical Sciences before registering for this course. Please contact us at 617-432-0162 or visit the DMS Office at T-MEC 435, 260 Longwood Avenue, Boston.","",N,Critical Readings in Virology,"<p>A series of reading and discussion seminars, each running for a half term (seven weeks). Different topics are covered each term.</p>",0
117548,1,2172,2017 Spring,1,001,30-AUG-15,PHYSICS,Physics,327A,327,A,000000000000000327A,10812,2017,Topics in Condensed Matter Physics,9999,REA,Reading Course,16, ,FAS,PHYS,Physics,PHYS,Physics,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Condensed Matter Physics,<p></p>,0
117620,1,2172,2017 Spring,1,001,18-AUG-16,ENG-SCI,Engineering Sciences,332,332,"",000000000000000332,10834,2017,RF/Microwave/Analog/Mixed-Signal Integrated Circuits and Ultrafast Electronics,9999,THE,Thesis Research,4, ,FAS,ENGSCI,Engineering Sciences,ENGSCI,Engineering Sciences,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,RF/Microwave/Analog/Mixed-Sign,<p></p>,0
118124,1,2172,2017 Spring,1,001,30-AUG-15,CHEM,Chemistry,300,300,"",000000000000000300,10808,2017,Research and Reading,9999,THE,Thesis Research,4, ,FAS,CHEM,Chemistry and Chemical Biology,CHEM,Chemistry and Chemical Biology,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,I,Instructor Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Research and Reading,<p>Individual work under the supervision of members of the Department.</p>,0
118193,1,2172,2017 Spring,1,001,08-APR-16,GENETIC,Genetics,310,310,"",000000000000000310,10816,2017,Molecular Genetics of Neural Development and Gene Therapy to Prevent Blindness,9999,THE,Thesis Research,4, ,FAS,MDSC,Medical Sciences,MDSC,Medical Sciences,FAS,Faculty of Arts & Sciences,SUS,Satisfactory/Unsatisfactory,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"","",N,Molecular Genetics of Neural D,<p></p>,0
118254,1,2172,2017 Spring,1,001,15-AUG-16,PSY,Psychology,1900,1900,"",000000000000001900,10832,2017,Introduction to Statistics for the Behavioral Sciences,9999,LEC,Lecture,4, ,FAS,PSYC,Psychology,PSYC,Psychology,FAS,Faculty of Arts & Sciences,LG,Letter Grades,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"Open to freshmen with permission of instructor. This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning.","",N,Statistics for the Behavioral,"<p>Provides a conceptual and practical introduction to statistics used in psychology and other behavioral sciences. Covers basic topics in statistics including: measures of central tendency and variability; probability and distributions, correlations and regression, hypothesis testing, t-tests, analysis of variance, and chi-square tests. Includes a lab section with instruction in statistical analysis using a computer program.</p>",0
118254,1,2172,2017 Spring,1,101,15-AUG-16,PSY,Psychology,1900,1900,"",000000000000001900,15441,2017,Introduction to Statistics for the Behavioral Sciences,20,DIS,Discussion,4, ,FAS,PSYC,Psychology,PSYC,Psychology,FAS,Faculty of Arts & Sciences,LG,Letter Grades,N,Non-Enrollment Section,N,No Special Consent Required, ,"","","",N,A,Active,FASP,Fall and Spring,"Open to freshmen with permission of instructor. This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning.","",N,Statistics for the Behavioral,"<p>Provides a conceptual and practical introduction to statistics used in psychology and other behavioral sciences. Covers basic topics in statistics including: measures of central tendency and variability; probability and distributions, correlations and regression, hypothesis testing, t-tests, analysis of variance, and chi-square tests. Includes a lab section with instruction in statistical analysis using a computer program.</p>",0
118254,1,2172,2017 Spring,1,102,15-AUG-16,PSY,Psychology,1900,1900,"",000000000000001900,15442,2017,Introduction to Statistics for the Behavioral Sciences,21,DIS,Discussion,4, ,FAS,PSYC,Psychology,PSYC,Psychology,FAS,Faculty of Arts & Sciences,LG,Letter Grades,N,Non-Enrollment Section,N,No Special Consent Required, ,"","","",N,A,Active,FASP,Fall and Spring,"Open to freshmen with permission of instructor. This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning.","",N,Statistics for the Behavioral,"<p>Provides a conceptual and practical introduction to statistics used in psychology and other behavioral sciences. Covers basic topics in statistics including: measures of central tendency and variability; probability and distributions, correlations and regression, hypothesis testing, t-tests, analysis of variance, and chi-square tests. Includes a lab section with instruction in statistical analysis using a computer program.</p>",0
118254,1,2172,2017 Spring,1,103,15-AUG-16,PSY,Psychology,1900,1900,"",000000000000001900,15702,2017,Introduction to Statistics for the Behavioral Sciences,20,DIS,Discussion,4, ,FAS,PSYC,Psychology,PSYC,Psychology,FAS,Faculty of Arts & Sciences,LG,Letter Grades,N,Non-Enrollment Section,N,No Special Consent Required, ,"","","",N,A,Active,FASP,Fall and Spring,"Open to freshmen with permission of instructor. This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning.","",N,Statistics for the Behavioral,"<p>Provides a conceptual and practical introduction to statistics used in psychology and other behavioral sciences. Covers basic topics in statistics including: measures of central tendency and variability; probability and distributions, correlations and regression, hypothesis testing, t-tests, analysis of variance, and chi-square tests. Includes a lab section with instruction in statistical analysis using a computer program.</p>",0
118254,1,2172,2017 Spring,1,D01,15-AUG-16,PSY,Psychology,1900,1900,"",000000000000001900,12191,2017,Introduction to Statistics for the Behavioral Sciences,9999,DIS,Discussion,4, ,FAS,PSYC,Psychology,PSYC,Psychology,FAS,Faculty of Arts & Sciences,LG,Letter Grades,N,Non-Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FASP,Fall and Spring,"Open to freshmen with permission of instructor. This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning.","",N,Statistics for the Behavioral,"<p>Provides a conceptual and practical introduction to statistics used in psychology and other behavioral sciences. Covers basic topics in statistics including: measures of central tendency and variability; probability and distributions, correlations and regression, hypothesis testing, t-tests, analysis of variance, and chi-square tests. Includes a lab section with instruction in statistical analysis using a computer program.</p>",0
119062,1,2172,2017 Spring,1,001,15-JAN-16,E-PSCI,Earth and Planetary Sciences,237,237,"",000000000000000237,13735,2017,Planetary Radiation and Climate,999,SEM,Seminar,4, ,FAS,E&PS,Earth and Planetary Sciences,E&PS,Earth and Planetary Sciences,FAS,Faculty of Arts & Sciences,LG,Letter Grades,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,SP,Spring Only,EPS 237 is also offered as Engineering Sciences 237. Students may not take both for credit.,"",N,Planetary Radiation & Climate,"<p>Atmospheric radiative transfer, including stellar properties, spectroscopy, gray and real gas calculations, Mie theory and scattering, satellite retrievals, and radiative-convective climate modelling. Climate feedbacks: the runaway greenhouse, volatile cycles on Mars and Titan, and atmospheric collapse around M-stars. Atmospheric evolution and escape (Jeans, diffusion-limited, hydrodynamic), and key processes in planetary atmospheric chemistry.</p>",0
120237,1,2172,2017 Spring,1,001,14-JAN-17,COMPSCI,Computer Science,229R,229,R,000000000000000229R,13714,2017,Topics in Theoretical Computer Science: Coding Theory,999,LEC,Lecture,4, ,FAS,CS,Computer Science,CS,Computer Science,FAS,Faculty of Arts & Sciences,LG,Letter Grades,E,Enrollment Section,N,No Special Consent Required, ,"","","",Y,A,Active,FA,Fall Only,"",Computer Science 121 and 124 or equivalents.,N,Information Theory in CS,"<p>Introduces essential elements the theory of error-correcting codes. Focuses on the basic results in the area, taught from first principles. Special focus will be given on results of asymptotic or algorithmic significance. Principal topics include</p><p>&nbsp;&nbsp;&nbsp; - Construction and existence results for error-correcting codes;<br />&nbsp;&nbsp;&nbsp; - Limitations on the combinatorial performance of error-correcting codes;<br />&nbsp;&nbsp;&nbsp; - Decoding algorithms<br />&nbsp;&nbsp;&nbsp; - Applications to other areas of mathematics and computer science.</p><p>Lecture notes for this course from previous offerings give further details on the material covered. These may be found at <a href=""""http://people.csail.mit.edu/madhu/ST13/"""">http://people.csail.mit.edu/madhu/ST13/</a></p>",0
121934,1,2172,2017 Spring,1,001,15-AUG-16,PORTUG,Portuguese,20,20,"",000000000000000020,12243,2017,Intermediate Portuguese: Palcos e Palavras,999,LEC,Lecture,4, ,FAS,ROML,Romance Languages and Literatures,ROML,Romance Languages and Literatures,FAS,Faculty of Arts & Sciences,LG,Letter Grades,E,Enrollment Section,N,No Special Consent Required,001463,Prerequisite: Portuguese 11 OR Portuguese 11s,"","",Y,A,Active,FASP,Fall and Spring,"Conducted in Portuguese. Not open to auditors. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. This course is taught by members of the Department.",Prerequisite: PORTUG 11 (AB) or 11s (AD) OR permission of Course Head.,N,Intermediate Portuguese,"<p>An intermediate course for students interested in expanding and strengthening their Portuguese language skills. Reading, writing, and conversational competencies are emphasized through a panoramic study of Luso-Afro-Brazilian Theater. The course will continue to promote cross-cultural understanding by introducing learners to different textual genres such as screenplays, critical review as well as a selection of literary work that represents the Lusophone arts. The weekly online Teletandem interaction with college students in Brazil, unique to the Portuguese Program, allows learners to discuss readings, and engage in peer-review of writing completed for this course.</p>",0
